nom,note,prix,categories,adresse,latitude,longitude
La Recreation,4.5,€€,"French, Mediterranean",47 ave de la Motte-Picquet 75015 Paris France,48.8508108710176,2.30044
Chez Germaine,4.2,€€,French,30 Rue Pierre Leroux 75007 Paris France,48.84825,2.31957
The Cottage,4.5,€€,"British, Tea Rooms, Breakfast & Brunch",8 rue de Commaille 75007 Paris France,48.85279,2.32396
Zéro Zéro Sèvres,4.6,€€,"Food, French",46 rue de Sèvres 75007 Paris France,48.8484295,2.3205218
Costa d'Amalfi,4.5,€€,Italian,65 rue de l'Université 75007 Paris France,48.859208,2.323421
Au Bon Accueil,4.5,€€€,French,14 rue Monttessuy 75007 Paris France,48.8596099,2.2993434
Chez Graff,4.6,€€€,French,62 rue de Bellechasse 75007 Paris France,48.8561834,2.3208578
Belhara,4.4,€€€,"Basque, French, Bistros",23 Rue Duvivier 75007 Paris France,48.85613,2.30739
Cocorico,4.4,N/A,"Breakfast & Brunch, Cafes",5 rue du Bac 75007 Paris France,48.85908,2.329159
Les 2 Gros,4.5,N/A,"French, Steakhouses, Barbeque",81 avenue Bosquet 75007 Paris France,48.855214,2.305569
Le Drop Café,4.0,€€,Brasseries,36 rue Bellechasse 75007 Paris France,48.85816,2.32283
Harper's,4.8,N/A,"American, Steakhouses",46 bis boulevard du Montparnasse 75015 Paris France,48.8446799,2.32087
Café Jacques,5.0,N/A,French,27 quai Jacques Chirac 75007 Paris France,48.8617772,2.2986786
Casa di Mario,4.9,N/A,Italian,132 rue du Bac 75007 Paris France,48.851463,2.323327
Cleo,4.7,N/A,"French, Wine Bars",19 boulevard de la Tour-Maubourg 75007 Paris France,48.86054,2.31042
Arnaud Nicolas,4.7,N/A,"French, Meat Shops",46 avenue de la Bourdonnais 75007 Paris France,48.85694,2.30098
La Laiterie Sainte-Clotilde,4.4,€€€,French,64 rue de Bellechasse 75007 Paris France,48.85583,2.3206
Les Cocottes,4.1,€€€,"Bistros, Brasseries",135 rue Saint Dominique 75007 Paris France,48.85819,2.30183
Auguste,4.5,€€€€,French,54 rue Bourgogne 75007 Paris France,48.85628,2.317
Les Ambassades,3.9,€€,"French, Bars",75 rue du Bac 75007 Paris France,48.8548,2.32445
Sud Café,4.2,N/A,"Brasseries, Cafes, Coffee & Tea",105 Rue Grenelle 75007 Paris France,48.85657,2.31652
Chez Savy,4.3,€€€,"French, Brasseries",23 rue Bayard 75008 Paris France,48.8670726,2.3077693
La Source,3.3,€€,"French, Wine Bars, Brasseries",49 bd de la Tour Maubourg 75007 Paris France,48.85805,2.31003
Khajuraho,4.8,N/A,Indian,14 bd de la Tour Maubourg 75007 Paris France,48.861542,2.310126
Crêperie le Crépuscule,4.7,€€,Creperies,18 rue Amélie 75007 Paris France,48.85813,2.307599
Da Rocco,3.8,€€,Italian,119 rue de Grenelle 75007 Paris France,48.857518,2.317234
Café Roussillon,4.0,€€,Cafes,186 rue de Grenelle 75007 Paris France,48.85768,2.30593
L'Arpège,4.0,€€€€,French,84 rue de Varenne 75007 Paris France,48.855753,2.316982
Le Bistro de Longchamp,4.5,€€,Bistros,40 rue de Longchamp 75016 Paris France,48.86511,2.2892
Le Toucan,4.3,€€,Brasseries,226 Rue Vaugirard 75015 Paris France,48.84057,2.30478
Au Reveil du XV,4.7,€€,French,108 rue Falguière 75015 Paris France,48.8384788156894,2.31139198532815
Black Pinky,4.3,€€,Pan Asian,30 bis rue Gaïté 75014 Paris France,48.83907,2.32298
Mariette,4.8,€€€€,French,24 rue Bosquet 75007 Paris 07 France,48.856016196205,2.3058138676935
L'Ardoise,4.1,€€€,French,28 rue du Mont Thabor 75001 Paris France,48.86617,2.32709
Cinq-Mars,4.3,€€€,French,51 rue de Verneuil 75007 Paris France,48.85862,2.32687
Ô'Cocher,5.0,N/A,"Burgers, French, Wine Bars",45 rue de Babylone 75007 Paris France,48.8516169890096,2.31854908168316
Tabac de l'Université,4.8,€€€,French,151 rue de l'Université 75007 Paris France,48.861151,2.305332
Le Vauban,3.6,€€€€,French,7 place Vauban 75007 Paris 07 France,48.85331,2.3118
Le Boccador,4.6,€€€,Italian,20 rue Boccador 75008 Paris France,48.8671584,2.302363
Le 7ème Vin,4.1,€€€,French,68 avenue Bosquet 75007 Paris France,48.85484,2.30541
Mido,4.3,N/A,Chinese,53 rue Bourgogne 75007 Paris France,48.856274,2.3172661
Fitzgerald,4.0,N/A,"Cocktail Bars, French",54 Boulevard de la Tour-Maubourg 75007 Paris France,48.85869,2.30987
Le Marignan,4.5,N/A,Brasseries,18 Rue Marignan 75008 Paris France,48.86859,2.30636
Waknine,4.3,€€€,French,9 avenue Pierre 1er de Serbie 75016 Paris France,48.865602,2.295358
La Ferronnerie,4.3,€€€,French,18 rue de la Chaise 75007 Paris France,48.8543345,2.3134029
La Cantine du Troquet,4.6,N/A,Bistros,79 rue du Cherche Midi 75006 Paris France,48.84775,2.3233
Le Bistrot des Gascons,4.0,€€,"Bars, French",26 avenue de Tourville 75007 Paris France,48.8542212711761,2.30672904254517
La Bonne Excuse,4.7,€€€,French,48 rue de Verneuil 75007 Paris France,48.858552,2.327725
La Veraison,4.6,€€,French,64 rue Croix Nivert 75015 Paris France,48.84497,2.29721
L'Auberge du Champ de Mars,4.7,€€,"Food, Restaurants",18 rue de l'Exposition 75007 Paris France,48.85758,2.30293
L'Abreuvoir,4.2,N/A,French,24 rue du Docteur Finlay 75015 Paris France,48.85193,2.28904
Café de l'Empire,4.1,€€,Brasseries,17 rue du Bac 75007 Paris France,48.85828,2.32846
Chez Monsieur,4.3,€€€,French,11 rue Chevalier de Saint-George 75008 Paris France,48.8687763890177,2.32504606246948
Brasserie Le Bourbon,3.5,€€,Brasseries,1 Place Palais Bourbon 75007 Paris France,48.86036,2.31828
Club des Poètes,4.4,€€,"Restaurants, Comedy Clubs",30 Rue Bourgogne 75007 Paris France,48.85791,2.31761
Jaïs,4.4,N/A,French,3 rue Surcouf 75007 Paris France,48.8621584988538,2.30933565115413
Le Relais de l’Entrecôte,4.0,€€€,Steakhouses,15 rue Marbeuf 75008 Paris France,48.86808,2.30295
Le Paris Montparnasse,3.9,€€,"Breakfast & Brunch, Brasseries",43 avenue du Maine 75014 Paris France,48.841152,2.321768
David Toutain,4.4,€€€€,Modern European,29 rue Surcouf 75007 Paris France,48.860227,2.309735
L'Escapade,4.0,€€,Brasseries,25 avenue Duquesne 75007 Paris France,48.852578,2.309121
Fleurus Café,4.4,€€,"Breakfast & Brunch, Cafes",39 avenue Kléber 75016 Paris France,48.868828,2.291766
Aux Ministères,4.4,N/A,"Tobacco Shops, Brasseries",53 avenue de Ségur 75007 Paris France,48.8495983,2.3083897
Koï,4.6,€€,Japanese,34 rue Chevert 75007 Paris France,48.85455,2.30765
Carmine Café,4.1,€€,"Pizza, Cafes, Bars",73 avenue de Suffren 75007 Paris France,48.851581,2.300535
Chez Ming,4.1,€,"Fast Food, Chinese",6 Rue Monttessuy 75007 Paris France,48.8598,2.30014
Palace Thai,4.1,€€,Thai,23 avenue Duquesne 75007 Paris France,48.8526636,2.3090976
Food Breizh,4.3,€,"Creperies, Waffles, Sandwiches",Quai Anatole France 75007 Paris France,48.8620349952945,2.32135019591013
Le Bistro Marbeuf,4.0,€€€,"French, Lyonnais",21 rue Marbeuf 75008 Paris France,48.86852,2.3035
Le Messager,4.2,€,French,28 rue du General Bertrand 75007 Paris France,48.8466,2.31394
Chez Nagi,4.3,€€,Lebanese,121 avenue de l'Université 75007 Paris France,48.8611081,2.3091371
La Dauphine,3.2,€€,French,237 boulevard Saint-Germain 75007 Paris France,48.860996707553,2.3205418960528
Le Bizetro,4.9,€€€,French,6 rue Georges Bizet 75116 Paris France,48.86676,2.29858
Armonia,4.5,N/A,"Modern European, Bistros",15 rue du Champ de Mars 75007 Paris France,48.8563,2.3055
L'Affable,4.4,€€€,"Bistros, French, Wine Bars",10 rue de Saint-Simon 75007 Paris France,48.85622,2.32381
Birdy,4.4,N/A,"Burgers, Fast Food",49 avenue Bosquet 75007 Paris France,48.857098,2.30458
Le Sens Unique,4.5,€€€,"French, Wine Bars",47 rue de Ponthieu 75008 Paris France,48.8716553,2.3064859
Chez Barbara,4.3,€€,French,47 rue Washington 75008 Paris France,48.8742905,2.30463
Baroche,4.2,€€,Brasseries,101 rue la Boétie 75008 Paris France,48.871315,2.307362
Maison Bès,4.5,€€,French,31 boulevard Malesherbes 75008 Paris France,48.87282,2.32103
Le P'tit Wagram,4.6,€€,"Brasseries, French, Cafes",45 avenue de Wagram 75017 Paris France,48.87737,2.29736
Kozy,4.6,€,"Coffee & Tea, Breakfast & Brunch, Sandwiches",48 rue de Ponthieu 75008 Paris France,48.87158,2.3069799
Le Valois,4.3,€€€,"French, Cafes, Brasseries",1 place Rio de Janeiro 75008 Paris France,48.8775413677239,2.3102497908318
L'Atelier des Compères,4.8,N/A,French,56 Rue Galilée 75008 Paris France,48.871509681657,2.2982930599373
Le Hide,4.5,€€€,French,10 Rue Gén Lanrezac 75017 Paris France,48.8763,2.29401
Le Chat Blanc,4.2,N/A,French,61 avenue Franklin Delano Roosevelt 75008 Paris France,48.87165,2.30987
Le Parthénon,3.9,€€,"French, Cafes",60 rue de Courcelles 75008 Paris France,48.877283,2.30679
Le Malesherbes,5.0,N/A,Brasseries,17 boulevard Malesherbes 75008 Paris France,48.8719951926101,2.32171032206353
Chez Gabrielle,4.7,€€€,French,7 rue de l'Etoile 75017 Paris France,48.87669,2.29619
Shabestan,4.6,N/A,Persian/Iranian,5 rue du Commandant Rivière 75008 Paris France,48.8727,2.30932
Caffé Caesar,4.7,€€,Italian,4 avenue Carnot 75017 Paris France,48.8752983,2.293983
Le Chalet du 8ème,4.3,€€,"Creperies, French",8 rue du Commandant Rivière 75008 Paris France,48.872891,2.309093
Le Colonel Moutarde,4.0,N/A,"Cafes, Rotisserie Chicken",85 bd Haussmann 75008 Paris France,48.8744011,2.32125
Le Maresquier,4.3,N/A,French,12 place Saint-Augustin 75008 Paris France,48.875601,2.319902
L'Epicure,4.6,€€€€,"French, Breakfast & Brunch",112 rue du Faubourg Saint-Honoré 75008 Paris France,48.871697,2.314657
Limon,4.8,N/A,"Cocktail Bars, Brasseries",14 rue de Marignan 75008 Paris France,48.868731,2.30652
Le Carré Élysées,4.1,€€€,"Bars, French, Brasseries",49 avenue franklin delano roosevelt 75008 Paris France,48.8701377,2.3098851
Le Comptoir de l'Artoise,4.9,€€€,Italian,5 rue d'Artois 75008 Paris France,48.872302,2.308658
Francois Felix,3.8,€€,French,9 rue Boissy d'Anglas 75008 Paris France,48.8680267333984,2.32127594947815
Village Madeleine,4.5,N/A,Brasseries,14 rue Tronchet 75008 Paris France,48.87177,2.32597
Le Boissy d'Anglas,4.6,€€€,Brasseries,41 rue Boissy d'Anglas 75008 Paris France,48.870102,2.32229
L'Atelier des Pains,4.2,€€,"French, Bakeries, Wine Bars",8 rue de Ponthieu 75008 Paris France,48.87033,2.31088
L'atelier des Batignolles,5.0,€€€,French,12 rue des Batignolles 75017 Paris France,48.8838997,2.3227999
Marloe,4.0,€€,Modern European,12 rue du Commandant Rivière 75008 Paris France,48.8727608,2.30843
Comptoir Malesherbes,4.5,€€,French,40 bd Malesherbes 75008 Paris France,48.87962,2.31378
Oliva,4.6,N/A,Italian,16 rue des Saussaies 75008 Paris France,48.871588,2.318436
Juvia,4.7,N/A,"French, Asian Fusion",105 rue du Faubourg Saint-Honoré 75008 Paris France,48.8725152824004,2.31106605380774
Pompei,4.3,€€,"Italian, Pizza",19 rue de Castellane 75008 Paris France,48.872433,2.324167
Le Do Ré Mi,4.5,N/A,Brasseries,215 Rue Fbg St Honoré 75017 Paris France,48.8655,2.33064
Le Mermoz,4.7,N/A,French,16 rue Jean Mermoz 75008 Paris France,48.870737,2.311543
O'Bistrot de Tom,4.3,€€,"French, Bars",59 rue d'Anjou 75008 Paris France,48.87383,2.32247
Le Gabriel,4.7,€€€€,French,42 avenue Gabriel 75008 Paris France,48.869764,2.313287
Louvard,4.2,€€,"Bakeries, Sandwiches",43-45 rue de Miromesnil 75008 Paris France,48.87387,2.31588
The Publisher,4.9,€€€,"Gastropubs, Pubs, Burgers",33 rue de Constantinople 75008 Paris France,48.8805743518068,2.31821188267692
Vin Bis Boétie,3.9,€€,Brasseries,20 bis rue de la Boétie 75008 Paris France,48.87442,2.316429
L'Italien,4.6,€€€,"Pizza, Italian",40 rue de Ponthieu 75008 Paris France,48.87132,2.30778
La Chinoiserie,4.7,N/A,"Breakfast & Brunch, Cocktail Bars, French",24 boulevard Malesherbes 75008 Paris France,48.872896,2.321542
Élysées Istanbul,4.4,N/A,"Halal, Turkish",19 rue de Berri 75008 Paris France,48.87274,2.30459
Amélie,4.5,N/A,"French, Seafood",26 place de la Madeleine 75008 Paris France,48.87046,2.3259007
Bar Italia Brasserie,4.9,€€€,Italian,22 rue Moncey 75009 Paris France,48.879965,2.329399
Le Murillo,4.0,N/A,"Sports Bars, Brasseries",63 Rue Courcelles 75008 Paris France,48.8775919,2.3058961
Le Bouchon et l'Assiette,4.5,€€€,French,127 Rue Cardinet 75017 Paris France,48.88632,2.31264
La Maison de la Truffe,4.2,€€€€,French,19 place de la Madeleine 75008 Paris France,48.87074,2.3239899
Apicius,4.4,€€€€,French,20 rue d'Artois 75008 Paris France,48.873629,2.307616
La Boucherie Café,5.0,€€,French,14 bd des Batignolles 75017 Paris France,48.883419,2.3259201
L'Orient des Champs,4.5,€€,Lebanese,3 rue de Courcelles 75008 Paris France,48.873183,2.31127761
Café Belloy,4.3,N/A,Cafes,37 avenue Kléber 75116 Paris France,48.868988,2.291886
Villa Sophia,4.0,€€,Italian,53 rue de Chaillot 75116 Paris France,48.868301,2.298513
Soon,4.0,€€,Korean,20 Rue Jean Mermoz 75008 Paris France,48.87095,2.31163
L'Avenue,3.4,€€€€,Brasseries,41 avenue Montaigne 75008 Paris France,48.867245649644,2.3062838838531
La Pâte à Nouilles,4.1,€€,Chinese,8 rue de Castellane 75008 Paris France,48.87238,2.3250799
Le Rouergue,3.8,€€,Brasseries,34 rue Jouffroy d'abbans 75017 Paris France,48.88597,2.30923
JJ,4.5,€€€,French,34 rue de Penthièvre 75008 Paris France,48.872439120821,2.31388020961324
Bistrot Bassano,4.6,N/A,Greek,7 rue de Bassano 75116 Paris France,48.8685798,2.2966684
Oh My Noodles,4.0,N/A,Chinese,10 rue du Colisée 75008 Paris France,48.87055,2.30798
Jardin d'Hiver,4.5,N/A,"Breakfast & Brunch, Tea Rooms",10 Place de la Concorde 75008 Paris France,48.8673,2.32113
La Cuisiniere Lyonnaise,4.8,€€€,French,37 rue Saint-Ferdinand 75017 Paris France,48.87788,2.28794
Le P'tit Canon,4.3,€€€,French,36 rue Legendre 75017 Paris France,48.8843131,2.31478
Café Mademoiselle,3.9,N/A,Bistros,21 rue Duphot 75001 Paris France,48.868696,2.325257
La Haute Cloche,5.0,€€€,Bistros,13 rue Quentin-Bauchart 75008 Paris France,48.86941,2.30008
Chez André,3.6,€€€,French,12 rue Marbeuf 75008 Paris France,48.867812,2.302855
la crêperie,4.6,€,"Creperies, French",12 rue Pasquier 75008 Paris France,48.872816,2.323262
A la Châtaigne,4.5,€€€,Corsican,22 rue de Miromesnil 75008 Paris France,48.87287,2.31599
Café L'Estel,4.2,€€,"Cafes, Bistros, Brasseries",13 Rue Clément Marot 75008 Paris France,48.86758,2.30333
Le Vaisseau Vert,4.8,N/A,French,10 rue de Parme 75009 Paris France,48.88134,2.32757
Mamma Primi,4.3,€€€,Italian,71 rue des Dames 75017 Paris France,48.8836330233648,2.32069513100517
Jacopo,4.8,N/A,Bistros,5 bis rue Vernet 75008 Paris France,48.8711592656518,2.30015784502029
Le Camondo,4.6,N/A,"French, Bars",61 bis rue de Monceau 75008 Paris France,48.87858,2.31228
Les Cocottes Arc de Triomphe,4.2,€€€,French,Sofitel Arc de Triomphe 2 avenue Bertie Albrecht 75008 Paris France,48.8750360435431,2.301239535582
Le Bistrot de Louise,5.0,N/A,French,16 Rue Tocqueville 75017 Paris France,48.88251,2.31376
Le Coin du Rocher,4.3,€€,Bistros,88 rue Rocher 75008 Paris France,48.88051,2.31738
Dominique Bouchet,4.3,€€,French,21 Rue Treilhard 75008 Paris France,48.87693,2.31431
Bistrot Cézanne,4.4,€€,Bistros,13 avenue Myron Herrick 75008 Paris France,48.87414,2.30989
Pedra Alta,3.4,€€€,"Seafood, Portuguese",25 rue Marbeuf 75008 Paris France,48.86894,2.30398
Le Boudoir,4.3,€€€,"French, Wine Bars",25 rue du Colisée 75008 Paris France,48.871049,2.308968
Le Clos Bourguignon,3.8,€€,Brasseries,39 rue de Caumartin 75009 Paris France,48.87282,2.32826
Le 17e Parallèle,4.3,€€,French,17 rue du Colisee 75008 Paris France,48.87079,2.308093
Auberge Saint Augustin,4.5,N/A,"Cards & Stationery, Bistros, Breakfast & Brunch, Brasseries",49 Rue de Laborde 75008 Paris France,48.875465,2.317564
Naï,4.3,€€,"Lebanese, Brasseries",8 avenue de la Grande-Armée 75017 Paris France,48.87484,2.29283
Officina Schenatti,4.7,€€,Italian,15 rue Frédéric Sauton 75005 Paris France,48.8734001,2.3140359
L’Entrecôte de Paris,3.5,€€€,French,29 rue de Marignan 75008 Paris France,48.86965,2.30645
Framboise,4.2,€€,Creperies,7 rue de Ponthieu 75008 Paris France,48.8702248907354,2.31066942214966
La Famiglia di Rebellato,4.5,€€,"Italian, Pizza",73 bis avenue Niel 75017 Paris France,48.8824013081356,2.29636790615627
La Pivoine Chinoise,4.7,€€,Chinese,47 rue Berri 75008 Paris France,48.874533494889,2.3077415827322
L'Étoile Venitienne,4.2,€€,"French, Brasseries",20 ave Kléber 75116 Paris France,48.87121,2.29298
L'Empire du 8ème,3.9,€€,"French, Lounges, Mediterranean",11 rue Jean Mermoz 75008 Paris France,48.8709,2.31147
Le Comptoir du Marché,5.0,N/A,French,Champs-Elysées 75008 Paris France,48.869576,2.30825
Le Village,4.2,€€€,"French, Breakfast & Brunch, Brasseries",Cité Berryer 75008 Paris France,48.86917,2.32292
Bistrot d'Yves,4.6,€€€,French,33 rue Cardinet 75017 Paris France,48.8822,2.30447
Le 114 Faubourg,4.6,€€€€,French,114 faubourg Saint-Honoré 75008 Paris France,48.871785,2.314472
24 le Restaurant,4.6,N/A,French,24 rue Jean Mermoz 75008 Paris France,48.87108,2.3118
Le Petit Paris,4.5,€€€,French,32 rue Rennequin 75017 Paris France,48.88203,2.2976899
Le Pain Quotidien,4.0,€€,"Breakfast & Brunch, Bakeries, Coffee & Tea",68 rue Pierre Charron 75008 Paris France,48.86995,2.30441
Ô Comptoir du Sud-Ouest,4.7,N/A,"Bars, French",19 rue de Miromesnil 75008 Paris France,48.87247,2.31593
Le Bivouac,3.8,N/A,"French, Lounges",Hôtel Napoléon 40 avenue de Friedland 75008 Paris France,48.87425,2.29804
Café Jacquemart-André,4.3,€€€,"French, Tea Rooms",158 bd Haussmann 75008 Paris France,48.875529292807,2.31035833028642
La Gazette Paris,4.5,€€€,"French, Bars, Tea Rooms",28 Rue Duret 75016 Paris France,48.87523,2.28647
Le Sauvage,4.6,N/A,French,7 rue Roy 75008 Paris France,48.8752813,2.3183007
Beefbar,3.9,€€€€,Steakhouses,5 rue Marbeuf 75008 Paris France,48.86749,2.30209
Le Clarence,4.4,N/A,"French, Wine Bars",31 avenue Franklin Delano Roosevelt 75008 Paris France,48.86742,2.30992
Lasserre,4.4,€€€€,French,17 ave Franklin D Roosevelt 75008 Paris France,48.86612,2.31006
Langousta,4.9,€€,Seafood,20 rue Singer 75016 Paris France,48.856266,2.278149
Pavillon Ledoyen,4.2,€€€€,French,8 avenue Dutuit 75008 Paris France,48.8661071818398,2.31645151287496
Makoto Aoki,4.6,€€€,French,19 rue Jean Mermoz 75008 Paris France,48.87141,2.31198
Pomze,4.3,€€€,French,109 bd Haussmann 75008 Paris France,48.87525,2.31618
La Table de Lucie,4.3,N/A,French,29 rue d'Edimbourg 75008 Paris France,48.87929,2.31906
Les Demoiselles,4.4,€€,Bistros,23 rue Léon Jost 75017 Paris France,48.8811757,2.3017574
Laborde,4.0,€€€€,"French, Wine Bars, Breakfast & Brunch",44 rue de Laborde 75008 Paris France,48.8754886410577,2.31677098836053
Biosphère Café,4.5,€€,"Creperies, Gluten-Free, Patisserie/Cake Shop",47 rue de Laborde 75008 Paris France,48.875447,2.3178
L'Orriu Di Beauvau,4.0,N/A,"Brasseries, Corsican",4 Rue Saussaies 75008 Paris France,48.87113,2.31675
Beckett,5.0,€€€,"Bistros, Gastropubs, French",8 rue Godot de Mauroy 75009 Paris France,48.8705788,2.32687
Hortense,3.4,€,French,5 rue Paul Cézanne 75008 Paris France,48.874509,2.309262
L'Escient,4.5,€€€,French,28 rue Poncelet 75017 Paris France,48.879577,2.298061
Brasserie Printemps,4.0,€€,Brasseries,64 bd Haussmann 75009 Paris France,48.8736,2.32826
La Maison,4.0,€€€,"Bistros, Brasseries",28 place Saint Ferdinand 75017 Paris France,48.87805,2.2883
